IP Address,Organization,Region,City,Country,SEC Form Type,SEC Form URL
196.40.66.000,Radiografica Costarricense,San Jose,San José,Costa Rica,,https://www.sec.gov/Archives/edgar/data/1214366/9999999997-03-001842.txt
63.122.92.000,Ingall's & Snyder L,,,United States,,https://www.sec.gov/Archives/edgar/data/873446/0000950124-03-000139.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/18169/0000888002-94-000064.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/18169/0000793698-95-000004.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,10-Q,https://www.sec.gov/Archives/edgar/data/18169/0000898430-95-001351.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/18169/0000912057-95-002189.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,10-Q,https://www.sec.gov/Archives/edgar/data/18169/0000898430-95-000714.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,10-Q,https://www.sec.gov/Archives/edgar/data/18169/0000898430-94-000899.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,,https://www.sec.gov/Archives/edgar/data/18169/0000912057-95-001892.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,10-Q,https://www.sec.gov/Archives/edgar/data/18169/0000898430-94-000331.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,10-Q,https://www.sec.gov/Archives/edgar/data/18169/0000898430-94-000531.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/18169/0000898430-94-000250.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,S-8,https://www.sec.gov/Archives/edgar/data/18169/0000902595-95-000095.txt
12.111.129.000,AT&T Services Inc.,Florida,Gainesville,United States,S-8,https://www.sec.gov/Archives/edgar/data/18169/0000902595-95-000094.txt
216.78.135.000,Bellsouth.net Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/709519/0000891618-94-000092.txt
216.78.135.000,Bellsouth.net Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/758004/0000891618-94-000027.txt
172.170.39.000,AOL Inc.,,,United States,S-3,https://www.sec.gov/Archives/edgar/data/812444/0000912057-95-002288.txt
4.40.148.000,Level 3 Communications Inc.,,,United States,,https://www.sec.gov/Archives/edgar/data/768251/0000891618-95-000161.txt
193.129.24.000,I2 Limited,"London, City of",London,United Kingdom,10-K,https://www.sec.gov/Archives/edgar/data/37996/0000037996-94-000005.txt
4.40.148.000,Level 3 Communications Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/4310/0000912057-94-001192.txt
195.174.194.000,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.,Izmir,Izmir,Turkey,8-K,https://www.sec.gov/Archives/edgar/data/709519/0000891618-94-000092.txt
213.51.93.000,@Home Benelux Kampen Headend block,,,Netherlands,8-K,https://www.sec.gov/Archives/edgar/data/709519/0000891618-94-000092.txt
61.103.5.000,Dreamline Co.,,,"Korea, Republic of",10-Q,https://www.sec.gov/Archives/edgar/data/60026/0000060026-94-000007.txt
152.163.189.000,AOL Inc.,,,United States,N-30D,https://www.sec.gov/Archives/edgar/data/879361/0000900092-94-000356.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-Q,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-003312.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-Q,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-002453.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-Q,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-001803.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-K/A,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-001657.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-K/A,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-001631.txt
24.193.62.000,Time Warner Cable Internet LLC,New York,Jackson Heights,United States,10-K,https://www.sec.gov/Archives/edgar/data/48305/0000912057-94-000806.txt
200.222.105.000,Telemar Norte Leste S.A.,Rio de Janeiro,Campo Grande,Brazil,SC 13G/A,https://www.sec.gov/Archives/edgar/data/315066/0000315066-95-001181.txt
216.192.135.000,Verizon Communications Inc.,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/14272/0000950130-94-000392.txt
193.129.24.000,I2 Limited,"London, City of",London,United Kingdom,10-K,https://www.sec.gov/Archives/edgar/data/34945/0000950152-94-000414.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000893220-00-000259.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000893220-99-000310.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000893220-98-001705.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000950130-97-002871.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000950130-97-002302.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000893220-99-000922.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000893220-99-000581.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0001036050-98-000807.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0001036050-98-000345.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0001036050-97-000664.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0001021408-97-000311.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0000950130-97-002986.txt
216.173.49.000,Broadview Networks Inc.,New York,Glen Head,United States,,https://www.sec.gov/Archives/edgar/data/1037868/0001036050-98-001297.txt
24.164.140.000,Time Warner Cable Internet LLC,New York,New York,United States,,https://www.sec.gov/Archives/edgar/data/889165/0000892712-02-000408.txt
208.15.63.000,FirstDigital Communications LLC,Utah,Ogden,United States,,https://www.sec.gov/Archives/edgar/data/873446/0000950124-03-000139.txt
216.192.146.000,Verizon Communications Inc.,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/31235/0000031235-94-000008.txt
152.2.11.000,University of North Carolina at Chapel Hill,North Carolina,Chapel Hill,United States,10-K,https://www.sec.gov/Archives/edgar/data/777676/0000891618-94-000150.txt
12.88.85.000,AT&T Internet Services,California,Plymouth,United States,10-K,https://www.sec.gov/Archives/edgar/data/758004/0000891618-94-000027.txt
66.31.44.000,Comcast Cable Communications LLC,Massachusetts,Cambridge,United States,10-K,https://www.sec.gov/Archives/edgar/data/714278/0000950131-94-000464.txt
24.53.161.000,Buckeye Cablevision Inc.,,,United States,424B3,https://www.sec.gov/Archives/edgar/data/64978/0000950123-94-000173.txt
129.210.47.000,Santa Clara University,California,Santa Clara,United States,10-K,https://www.sec.gov/Archives/edgar/data/799089/0000799089-95-000005.txt
24.53.161.000,Buckeye Cablevision Inc.,,,United States,15-12G,https://www.sec.gov/Archives/edgar/data/741520/0000895345-94-000003.txt
65.29.37.000,Time Warner Cable Internet LLC,,,United States,,https://www.sec.gov/Archives/edgar/data/816530/0000891618-96-001957.txt
66.65.187.000,Time Warner Cable Internet LLC,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/60357/0000950123-94-001097.txt
66.65.187.000,Time Warner Cable Internet LLC,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/60357/0000950123-95-001809.txt
66.65.187.000,Time Warner Cable Internet LLC,,,United States,DEFS14A,https://www.sec.gov/Archives/edgar/data/60357/0000950123-95-002361.txt
66.65.187.000,Time Warner Cable Internet LLC,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/60357/0000950123-94-000904.txt
12.165.13.000,AT&T Services Inc.,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/732812/0000732812-95-000028.txt
193.253.186.000,France Telecom S.A.,,,France,10-K405,https://www.sec.gov/Archives/edgar/data/46640/0000950132-95-000252.txt
64.12.97.000,AOL Inc.,,,United States,,https://www.sec.gov/Archives/edgar/data/310158/0000310158-98-000027.txt
12.165.13.000,AT&T Services Inc.,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/315066/0000315066-94-000234.txt
65.29.37.000,Time Warner Cable Internet LLC,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/92230/0000950168-94-000105.txt
198.74.20.000,Wells Fargo & Company,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/793952/0000793952-94-000006.txt
193.253.186.000,France Telecom S.A.,,,France,10-K,https://www.sec.gov/Archives/edgar/data/46640/0000950132-94-000183.txt
128.163.27.000,University of Kentucky,Kentucky,Lexington,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/28630/0000950110-95-000506.txt
138.88.82.000,Verizon Internet Services,,,United States,,https://www.sec.gov/Archives/edgar/data/714655/0000950135-02-001788.txt
129.81.234.000,Tulane University,Louisiana,New Orleans,United States,10-K,https://www.sec.gov/Archives/edgar/data/5187/0000005187-94-000005.txt
198.45.18.000,S&P Global Inc.,New York,New York,United States,,https://www.sec.gov/Archives/edgar/data/1081290/0001021408-01-509979.txt
63.201.37.000,AT&T Internet Services,,,United States,SC 14D1/A,https://www.sec.gov/Archives/edgar/data/857471/0000950112-95-001248.txt
67.104.192.000,Verizon Communications Inc.,,,United States,S-11/A,https://www.sec.gov/Archives/edgar/data/931494/0000891092-94-000053.txt
216.192.84.000,Verizon Communications Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/100517/0000100517-95-000011.txt
170.140.135.000,Emory University,Georgia,Atlanta,United States,10-K,https://www.sec.gov/Archives/edgar/data/104938/0000950131-94-000440.txt
24.116.247.000,Cable One Inc.,Idaho,Meridian,United States,10QSB,https://www.sec.gov/Archives/edgar/data/839871/0000890613-95-000074.txt
68.107.149.000,Cox Communications,Virginia,Hampton,United States,10-Q,https://www.sec.gov/Archives/edgar/data/793937/0000950148-94-000322.txt
4.40.145.000,Verizon,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/352363/0000352363-94-000006.txt
65.24.163.000,Time Warner Cable Internet LLC,Ohio,West Portsmouth,United States,SC 14D1/A,https://www.sec.gov/Archives/edgar/data/797565/0000950123-95-000330.txt
65.24.163.000,Time Warner Cable Internet LLC,Ohio,West Portsmouth,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/797565/0000807249-95-000024.txt
68.84.52.000,Comcast Cable Communications LLC,Pennsylvania,Hatfield,United States,10-K,https://www.sec.gov/Archives/edgar/data/104889/0000950133-94-000047.txt
12.218.180.000,Menin Hotels LLC,Florida,Miami Beach,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/923122/0000912057-94-001773.txt
208.237.109.000,WorldCom/Bank Hapoalim,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/709139/0000912057-95-005004.txt
68.84.52.000,Comcast Cable Communications LLC,Pennsylvania,Hatfield,United States,,https://www.sec.gov/Archives/edgar/data/104889/0000950133-95-000147.txt
66.31.28.000,Comcast Cable Communications LLC,Massachusetts,Cambridge,United States,10-K,https://www.sec.gov/Archives/edgar/data/16732/0000893220-94-000416.txt
66.108.149.000,Time Warner Cable Internet LLC,New York,New York,United States,SC 14D1,https://www.sec.gov/Archives/edgar/data/319029/0000950109-95-002461.txt
24.218.146.000,Comcast Cable Communications LLC,Massachusetts,Brookline,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/768262/0000315066-95-002376.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,,https://www.sec.gov/Archives/edgar/data/895812/0000912057-02-002931.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,,https://www.sec.gov/Archives/edgar/data/1077552/0000950117-00-000579.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,,https://www.sec.gov/Archives/edgar/data/1077552/0000950123-99-004424.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/40987/0000950144-95-002085.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/40987/0000950144-95-001149.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K,https://www.sec.gov/Archives/edgar/data/40987/0000950144-95-000710.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEF 14A,https://www.sec.gov/Archives/edgar/data/40987/0000950144-95-000543.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-001892.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,SC 13G,https://www.sec.gov/Archives/edgar/data/40987/0000950131-95-000175.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-001392.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-000975.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-000672.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEF 14A,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-000562.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,PRE 14A,https://www.sec.gov/Archives/edgar/data/40987/0000950144-94-000263.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000010.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000007.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000009.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000008.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000006.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000005.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000004.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000002.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-95-000003.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000056.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q/A,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000050.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000054.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000044.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000047.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,POS AM,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000041.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000950109-94-001904.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000037.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,S-2,https://www.sec.gov/Archives/edgar/data/215994/0000950109-94-001728.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K,https://www.sec.gov/Archives/edgar/data/215994/0000950109-94-001729.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000034.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B3,https://www.sec.gov/Archives/edgar/data/215994/0000215994-94-000035.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,S-2,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000169.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000154.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000084.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEF 14C,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000069.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,PRER14C,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000063.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,PRE 14C,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000059.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K405,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000044.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,SC 13G/A,https://www.sec.gov/Archives/edgar/data/205402/0000950114-95-000015.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000115.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000090.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000072.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEF 14C,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000062.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000048.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,SC 13G/A,https://www.sec.gov/Archives/edgar/data/205402/0000950114-94-000008.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,S-8,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-502185.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,S-8,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-502188.txt
150.228.40.000,Merrill Communications LLC,Minnesota,Rosemount,United States,10-Q,https://www.sec.gov/Archives/edgar/data/68505/0000912057-02-042053.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,11-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-502137.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,11-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-502138.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B5,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-501582.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,8-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-501620.txt
172.171.11.000,AOL Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/943823/0000950134-00-003775.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,8-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-501537.txt
24.71.26.000,Shaw Communications Inc.,British Columbia,Midway,Canada,10QSB,https://www.sec.gov/Archives/edgar/data/1113546/0001137050-02-000114.txt
209.86.112.000,Earthlink Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/89615/9999999997-02-061021.txt
66.45.102.000,Authoria Inc.,British Columbia,Surrey,Canada,S-1,https://www.sec.gov/Archives/edgar/data/1080232/0001072993-99-000041.txt
198.81.26.000,America Online,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/791050/0001145443-02-000946.txt
209.86.112.000,Earthlink Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/89615/9999999997-03-000423.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,424B5,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-501468.txt
204.31.167.000,Level 3 Communications Inc.,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/317598/0000950128-02-000806.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-500408.txt
65.132.48.000,Qwest Communications Company LLC,Washington,Longview,United States,10-K405/A,https://www.sec.gov/Archives/edgar/data/858339/0000912057-01-508399.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,8-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-001754.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEFA14A,https://www.sec.gov/Archives/edgar/data/1072342/0001021408-01-500055.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEFA14A,https://www.sec.gov/Archives/edgar/data/1072342/0001021408-01-500041.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,DEF 14A,https://www.sec.gov/Archives/edgar/data/1072342/0001021408-01-500042.txt
172.193.72.000,Foxtel Management Pty Ltd,Queensland,Nambour,Australia,SC 13D/A,https://www.sec.gov/Archives/edgar/data/939928/0000950134-02-012390.txt
66.27.227.000,Time Warner Cable Internet LLC,,,United States,10-K405,https://www.sec.gov/Archives/edgar/data/110019/0000950134-02-001923.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,SC 13G,https://www.sec.gov/Archives/edgar/data/1072342/0000093748-01-500071.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-K405,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-000545.txt
12.234.0.000,AT&T Services Inc.,Alabama,Albertville,United States,8-K,https://www.sec.gov/Archives/edgar/data/1096325/0001021408-02-013616.txt
66.45.102.000,Authoria Inc.,British Columbia,Surrey,Canada,S-1/A,https://www.sec.gov/Archives/edgar/data/1086384/0000950130-99-003819.txt
24.210.72.000,Time Warner Cable Internet LLC,Ohio,Marion,United States,10-Q,https://www.sec.gov/Archives/edgar/data/883587/0000950152-01-505706.txt
66.45.102.000,Authoria Inc.,British Columbia,Surrey,Canada,S-1/A,https://www.sec.gov/Archives/edgar/data/1086384/0000950130-99-004150.txt
63.156.44.000,Qwest Communications Company LLC,,,United States,10-K/A,https://www.sec.gov/Archives/edgar/data/887921/0000950136-98-002339.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,8-K,https://www.sec.gov/Archives/edgar/data/1072342/0000950124-01-000219.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,8-K,https://www.sec.gov/Archives/edgar/data/27904/0000950144-03-000444.txt
66.81.59.000,TPx Communications,California,Bakersfield,United States,10-Q,https://www.sec.gov/Archives/edgar/data/930795/0000932440-02-000435.txt
200.211.193.000,Claro S.A.,Sao Paulo,Sao Paulo,Brazil,10-Q,https://www.sec.gov/Archives/edgar/data/27904/0000950144-02-011694.txt
66.27.227.000,Time Warner Cable Internet LLC,,,United States,10-K405,https://www.sec.gov/Archives/edgar/data/110019/0000950134-00-002452.txt
24.237.66.000,General Communication Inc.,Alaska,Anchorage,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1086470/0000950148-99-001122.txt
66.45.102.000,Authoria Inc.,British Columbia,Surrey,Canada,S-11,https://www.sec.gov/Archives/edgar/data/1042776/0000931763-99-002188.txt
198.68.57.000,Omni Colonnade Hotel,Florida,Miami,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1131399/0000893220-02-000716.txt
