IP Address,Organization,Region,City,Country,SEC Form Type,SEC Form URL
128.122.184.000,New York University,New York,New York,United States,10-Q/A,https://www.sec.gov/Archives/edgar/data/791164/0000950124-97-001735.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,10-K,https://www.sec.gov/Archives/edgar/data/715073/0000912057-95-011126.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,10-K405,https://www.sec.gov/Archives/edgar/data/715073/0001012709-00-001099.txt
128.122.184.000,New York University,New York,New York,United States,10QSB/A,https://www.sec.gov/Archives/edgar/data/915846/0000892569-97-000719.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,S-3,https://www.sec.gov/Archives/edgar/data/715073/0000912057-96-014472.txt
66.125.228.000,AT&T Internet Services,,,United States,DEFM14A,https://www.sec.gov/Archives/edgar/data/944702/0000891618-02-002606.txt
128.122.184.000,New York University,New York,New York,United States,10QSB/A,https://www.sec.gov/Archives/edgar/data/915846/0000892569-97-000686.txt
218.138.122.000,SoftBank Corp.,,,Japan,10-K,https://www.sec.gov/Archives/edgar/data/1029784/0000912057-01-536799.txt
80.200.175.000,Proximus NV,Liege,Liège,Belgium,10-K,https://www.sec.gov/Archives/edgar/data/64978/0000950130-03-002276.txt
80.200.175.000,Proximus NV,Liege,Liège,Belgium,DEF 14A,https://www.sec.gov/Archives/edgar/data/64978/0000950130-03-002205.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,10-K,https://www.sec.gov/Archives/edgar/data/715073/0000912057-96-027864.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,S-3,https://www.sec.gov/Archives/edgar/data/715073/0000950144-97-006200.txt
12.41.0.000,AT&T Services Inc.,Pennsylvania,Altoona,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/814430/0000950116-97-001207.txt
218.138.122.000,SoftBank Corp.,,,Japan,10-Q,https://www.sec.gov/Archives/edgar/data/1029784/0001104659-02-006317.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,4,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000016.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,4,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000019.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,4,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000015.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,4,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000021.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,5,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000020.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000030.txt
149.137.144.000,Saint Mary's College of California,California,Moraga,United States,10-Q,https://www.sec.gov/Archives/edgar/data/709519/0000891618-03-002551.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,S-8,https://www.sec.gov/Archives/edgar/data/715073/0000950144-97-007237.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000029.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,PRE 14A,https://www.sec.gov/Archives/edgar/data/715073/0001012709-98-000428.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000036.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000032.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1024095/0001093094-03-000079.txt
128.122.184.000,New York University,New York,New York,United States,10-Q/A,https://www.sec.gov/Archives/edgar/data/946994/0001045969-98-000628.txt
66.81.219.000,O1.com,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/313478/0000950134-98-003494.txt
68.98.42.000,Cox Communications,Arizona,Tucson,United States,10-K405,https://www.sec.gov/Archives/edgar/data/715073/0001012709-01-501012.txt
67.24.254.000,Level 3 Communications Inc.,,,United States,S-4/A,https://www.sec.gov/Archives/edgar/data/1103945/0000950131-00-002450.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,5,https://www.sec.gov/Archives/edgar/data/897610/0000899243-99-000243.txt
61.115.76.000,Xephion,Saitama,Soka,Japan,10QSB,https://www.sec.gov/Archives/edgar/data/925043/0001110399-03-000015.txt
208.188.81.000,AT&T Internet Services,Texas,Montgomery,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1063294/0000890566-98-001225.txt
131.191.51.000,Click! Network,Washington,Tacoma,United States,10-K,https://www.sec.gov/Archives/edgar/data/891919/0000950144-03-006068.txt
67.74.211.000,Level 3 Communications Inc.,,,United States,10-Q,https://www.sec.gov/Archives/edgar/data/709519/0000891618-03-002551.txt
169.207.218.000,Corecomm Internet Services Inc,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/789132/0001035704-03-000183.txt
66.87.224.000,Sprint Communications Inc.,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/847931/0000847931-98-000031.txt
67.161.29.000,Comcast Cable Communications LLC,California,Sunnyvale,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1091667/0000950123-03-005952.txt
66.27.26.000,Time Warner Cable Internet LLC,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/878088/0001193125-03-004576.txt
66.117.131.000,Lanminds Inc.,California,Berkeley,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/833640/0001021408-03-006765.txt
61.132.92.000,ChinaNet Jiangsu Province Network,Jiangsu,Changzhou,China,NT 10-Q,https://www.sec.gov/Archives/edgar/data/1059623/0001161697-03-000215.txt
12.224.116.000,AT&T Services Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/859360/0001012870-03-000944.txt
205.188.208.000,AOL Inc.,,,United States,NTN 10K,https://www.sec.gov/Archives/edgar/data/26379/0000898430-99-003780.txt
69.22.226.000,Earthlink Inc.,New York,New York,United States,10-K,https://www.sec.gov/Archives/edgar/data/884713/0000909567-03-000370.txt
66.12.163.000,Verizon Communications Inc.,,,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1060595/0001104659-03-006430.txt
67.100.3.000,Megapath Corporation,Texas,Pearland,United States,REGDEX,https://www.sec.gov/Archives/edgar/data/1177927/9999999997-02-042092.txt
217.5.73.000,Deutsche Telekom AG,,,Germany,10QSB,https://www.sec.gov/Archives/edgar/data/827161/0001015402-03-000434.txt
68.107.24.000,Cox Communications,California,San Diego,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/902270/0000940180-01-500521.txt
128.122.184.000,New York University,New York,New York,United States,10-Q/A,https://www.sec.gov/Archives/edgar/data/919006/0000950135-98-003038.txt
63.206.193.000,AT&T Internet Services,California,Lodi,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1089129/0000889697-99-000131.txt
66.87.224.000,Sprint Communications Inc.,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/318940/0001010288-97-000030.txt
128.122.184.000,New York University,New York,New York,United States,10-Q,https://www.sec.gov/Archives/edgar/data/919006/0000950135-97-003521.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-02-002192.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001169232-02-000992.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001144204-03-001042.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-01-003253.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-01-500377.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-02-001250.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-00-003409.txt
80.139.215.000,Deutsche Telekom AG,Niedersachsen,Apelern,Germany,10SB12G,https://www.sec.gov/Archives/edgar/data/1098875/0000950123-99-010226.txt
128.122.184.000,New York University,New York,New York,United States,10-Q/A,https://www.sec.gov/Archives/edgar/data/73568/0000073568-97-000003.txt
67.161.29.000,Comcast Cable Communications LLC,California,Sunnyvale,United States,10-Q,https://www.sec.gov/Archives/edgar/data/884269/0001104659-03-007422.txt
67.161.29.000,Comcast Cable Communications LLC,California,Sunnyvale,United States,10-K,https://www.sec.gov/Archives/edgar/data/884269/0001047469-03-009185.txt
61.206.122.000,Satoshi Ogawa,Tokyo,Inagi,Japan,REGDEX/A,https://www.sec.gov/Archives/edgar/data/1174281/9999999997-02-047701.txt
200.64.1.000,Reasignacion Uninet,,,Mexico,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001144204-03-002304.txt
200.64.1.000,Reasignacion Uninet,,,Mexico,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001169232-02-000992.txt
200.64.1.000,Reasignacion Uninet,,,Mexico,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-01-002172.txt
68.101.205.000,Cox Communications,California,San Diego,United States,8-K,https://www.sec.gov/Archives/edgar/data/353482/0000950144-02-012125.txt
66.87.224.000,Sprint Communications Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/355735/0000950144-98-005969.txt
24.25.214.000,Time Warner Cable Internet LLC,California,Carlsbad,United States,8-K,https://www.sec.gov/Archives/edgar/data/1063293/0001010412-03-000097.txt
24.25.214.000,Time Warner Cable Internet LLC,California,Carlsbad,United States,10-K,https://www.sec.gov/Archives/edgar/data/1092492/0000909012-02-000319.txt
24.25.214.000,Time Warner Cable Internet LLC,California,Carlsbad,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1092492/0001092492-02-000005.txt
24.25.214.000,Time Warner Cable Internet LLC,California,Carlsbad,United States,10KSB,https://www.sec.gov/Archives/edgar/data/1092492/0001092492-03-000002.txt
67.161.4.000,Comcast Cable Communications LLC,California,Milpitas,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/1086670/0001011723-03-000033.txt
67.73.14.000,Level 3 Communications Inc.,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/85540/0001047469-02-001713.txt
67.161.29.000,Comcast Cable Communications LLC,California,Sunnyvale,United States,10-K,https://www.sec.gov/Archives/edgar/data/1130385/0001125282-03-002405.txt
12.231.67.000,AT&T Services Inc.,California,Rancho Cordova,United States,10-K,https://www.sec.gov/Archives/edgar/data/1141399/0001032210-03-000420.txt
63.240.211.000,AT&T Internal Projects (Econtact) Voice Tone-Sid,,,United States,NT 10-Q,https://www.sec.gov/Archives/edgar/data/915661/0000909012-03-000371.txt
24.165.196.000,Time Warner Cable Internet LLC,Pennsylvania,Sharon,United States,10-K,https://www.sec.gov/Archives/edgar/data/230211/0000931763-02-002520.txt
67.160.94.000,Comcast Cable Communications LLC,Washington,Puyallup,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1039101/0000950136-03-001174.txt
217.3.94.000,Deutsche Telekom AG,,,Germany,10-Q,https://www.sec.gov/Archives/edgar/data/80424/0000080424-03-000021.txt
67.160.94.000,Comcast Cable Communications LLC,Washington,Puyallup,United States,8-K,https://www.sec.gov/Archives/edgar/data/1039101/0000950136-03-001233.txt
24.237.208.000,General Communication Inc.,Alaska,Wasilla,United States,S-8 POS,https://www.sec.gov/Archives/edgar/data/798943/0000950129-01-501734.txt
202.7.216.000,TPG Internet Pty Ltd.,Queensland,Brisbane,Australia,10-K,https://www.sec.gov/Archives/edgar/data/202058/0000950152-02-006756.txt
12.231.67.000,AT&T Services Inc.,California,Rancho Cordova,United States,F-6,https://www.sec.gov/Archives/edgar/data/1176338/9999999997-02-036932.txt
202.107.223.000,ChinaNet Zhejiang Province Network,Zhejiang,Wenzhou,China,6-K,https://www.sec.gov/Archives/edgar/data/1191255/9999999997-03-021130.txt
192.152.100.000,Fifth Third Bank,,,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/35527/0000950152-99-008336.txt
192.152.100.000,Fifth Third Bank,,,United States,S-3/A,https://www.sec.gov/Archives/edgar/data/35527/0000950152-99-007701.txt
66.178.13.000,New Skies Satellites Inc.,,,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1067983/0000950150-03-000563.txt
66.169.226.000,Charter Communications,California,Redding,United States,10-Q,https://www.sec.gov/Archives/edgar/data/923284/0000923284-03-000004.txt
66.169.226.000,Charter Communications,California,Redding,United States,ARS,https://www.sec.gov/Archives/edgar/data/923284/9999999997-03-020731.txt
66.169.226.000,Charter Communications,California,Redding,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/923284/0001047469-03-015703.txt
194.251.202.000,Telia Finland Oyj,Southern Finland,Vantaa,Finland,10QSB,https://www.sec.gov/Archives/edgar/data/869531/0001023175-03-000104.txt
192.152.100.000,Fifth Third Bank,,,United States,S-4/A,https://www.sec.gov/Archives/edgar/data/35527/0000950152-99-007277.txt
66.178.13.000,New Skies Satellites Inc.,,,United States,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1067983/0000950150-03-000527.txt
69.22.254.000,Earthlink Inc.,New York,New York,United States,NT 10-Q,https://www.sec.gov/Archives/edgar/data/804888/0001193125-03-005899.txt
66.169.226.000,Charter Communications,California,Redding,United States,10-Q,https://www.sec.gov/Archives/edgar/data/923284/0000923284-02-000016.txt
66.178.13.000,New Skies Satellites Inc.,,,United States,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1067983/0000950150-03-000526.txt
24.190.18.000,Optimum Online,Connecticut,Redding,United States,POS AM,https://www.sec.gov/Archives/edgar/data/790652/0000910680-00-000190.txt
65.71.73.000,Liberty Tax,Texas,Dallas,United States,10-K,https://www.sec.gov/Archives/edgar/data/932110/0000930661-03-001321.txt
192.152.100.000,Fifth Third Bank,,,United States,11-K,https://www.sec.gov/Archives/edgar/data/35527/0000950152-99-005783.txt
66.169.226.000,Charter Communications,California,Redding,United States,10-K,https://www.sec.gov/Archives/edgar/data/808434/0000808434-99-000001.txt
66.169.226.000,Charter Communications,California,Redding,United States,15-12G,https://www.sec.gov/Archives/edgar/data/808434/0000808434-98-000006.txt
66.169.226.000,Charter Communications,California,Redding,United States,10-Q,https://www.sec.gov/Archives/edgar/data/808434/0000808434-98-000005.txt
66.178.13.000,New Skies Satellites Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/883977/0001045969-03-001573.txt
67.1.155.000,Qwest Communications Company LLC,Arizona,Tucson,United States,8-K,https://www.sec.gov/Archives/edgar/data/353482/0000950144-02-012125.txt
68.13.20.000,Cox Communications,Nebraska,Omaha,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/74783/0000950131-03-002415.txt
211.22.131.000,Chunghwa Telecom Co. Ltd.,,Taichung,Taiwan,8-K,https://www.sec.gov/Archives/edgar/data/1067983/0000950150-02-000744.txt
68.13.20.000,Cox Communications,Nebraska,Omaha,United States,3,https://www.sec.gov/Archives/edgar/data/74783/0001228434-03-000002.txt
68.13.20.000,Cox Communications,Nebraska,Omaha,United States,10-Q,https://www.sec.gov/Archives/edgar/data/74783/0000950131-03-002895.txt
66.8.163.000,Time Warner Cable Internet LLC,Hawaii,Waipahu,United States,10-K,https://www.sec.gov/Archives/edgar/data/887921/0000950136-03-000619.txt
192.152.100.000,Fifth Third Bank,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/35527/0000950152-99-000976.txt
192.152.100.000,Fifth Third Bank,,,United States,S-8 POS,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-006435.txt
192.152.100.000,Fifth Third Bank,,,United States,S-4 POS,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-006436.txt
192.152.100.000,Fifth Third Bank,,,United States,S-4 POS,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-006434.txt
192.152.100.000,Fifth Third Bank,,,United States,11-K,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-005738.txt
192.152.100.000,Fifth Third Bank,,,United States,S-8,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-005759.txt
192.152.100.000,Fifth Third Bank,,,United States,15-12G,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-005646.txt
219.104.37.000,Fujitsu Limited,Tokyo,Suginami-ku,Japan,8-K,https://www.sec.gov/Archives/edgar/data/1024401/0001024401-01-500046.txt
24.190.18.000,Optimum Online,Connecticut,Redding,United States,485BPOS,https://www.sec.gov/Archives/edgar/data/72760/0000072760-03-000004.txt
192.152.100.000,Fifth Third Bank,,,United States,S-4/A,https://www.sec.gov/Archives/edgar/data/35527/0000950152-98-003042.txt
172.154.244.000,AOL Inc.,,,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1750/0001047469-03-001161.txt
144.134.189.000,Telstra Internet,Queensland,Brisbane,Australia,10-Q,https://www.sec.gov/Archives/edgar/data/320340/0000950144-03-006822.txt
205.188.209.000,AOL Inc.,,,United States,REGDEX,https://www.sec.gov/Archives/edgar/data/1210112/9999999997-02-060622.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,SC 13G,https://www.sec.gov/Archives/edgar/data/949308/0000949308-03-001151.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,3,https://www.sec.gov/Archives/edgar/data/1023731/0000947871-00-000201.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000950109-03-003192.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-03-000613.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-03-000459.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0001021408-03-003317.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0001021408-03-006510.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0001021408-02-008246.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-02-001261.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-02-001318.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-02-000736.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,20-F,https://www.sec.gov/Archives/edgar/data/932787/0001021408-02-007666.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-02-000993.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0001021408-02-011740.txt
218.244.240.000,Beijing Bei-Da-Fang-Zheng-Kuan-Dai-Ke-Ji Co.Ltd,Beijing,,China,6-K,https://www.sec.gov/Archives/edgar/data/932787/0000947871-02-000526.txt
