IP Address,Organization,Region,City,Country,SEC Form Type,SEC Form URL
202.40.139.000,Hong Kong University of Science and Technology,,Central District,Hong Kong,DEF 14A,https://www.sec.gov/Archives/edgar/data/812701/0000950132-97-000175.txt
172.167.173.000,AOL Inc.,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/789019/0001032210-02-001377.txt
138.88.223.000,Verizon Communications Inc.,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1056748/0001021408-01-505083.txt
220.255.111.000,SingNet Pte Ltd,,Singapore,Singapore,424B2,https://www.sec.gov/Archives/edgar/data/921146/0001012870-97-000480.txt
172.167.173.000,AOL Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/789019/0001032210-02-001351.txt
220.99.227.000,NTT Plala Inc.,Nagano,Ueda,Japan,8-K,https://www.sec.gov/Archives/edgar/data/318306/0000318306-03-000002.txt
220.99.227.000,NTT Plala Inc.,Nagano,Ueda,Japan,SC 13G,https://www.sec.gov/Archives/edgar/data/318306/0001086377-03-000001.txt
12.228.122.000,AT&T Services Inc.,Texas,Houston,United States,10-K,https://www.sec.gov/Archives/edgar/data/12927/0000012927-03-000005.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,6-K,https://www.sec.gov/Archives/edgar/data/946936/0000909012-03-000488.txt
172.152.16.000,AOL Inc.,,,France,S-3,https://www.sec.gov/Archives/edgar/data/7636/0000895813-94-000034.txt
172.167.173.000,AOL Inc.,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/877422/0000905729-03-000255.txt
205.188.208.000,AOL Inc.,,,United States,S-8 POS,https://www.sec.gov/Archives/edgar/data/352789/0000352789-97-000005.txt
205.188.208.000,AOL Inc.,,,United States,11-K,https://www.sec.gov/Archives/edgar/data/352789/0000352789-97-000012.txt
63.138.211.000,Innovative Medical Management Inc.,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1093273/0001093273-03-000015.txt
69.140.118.000,Comcast Cable Communications LLC,Maryland,Germantown,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/1082335/0001082335-00-500001.txt
172.152.16.000,AOL Inc.,,,France,10-Q,https://www.sec.gov/Archives/edgar/data/7636/0000007636-94-000005.txt
24.162.3.000,Time Warner Cable Internet LLC,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/35733/0000050982-99-000039.txt
24.162.3.000,Time Warner Cable Internet LLC,,,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/35733/0000035733-98-000003.txt
12.220.88.000,CCLD,Florida,Boca Raton,United States,10-K,https://www.sec.gov/Archives/edgar/data/96287/0000950134-01-501005.txt
172.167.173.000,AOL Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/877422/0000905729-03-000246.txt
172.152.16.000,AOL Inc.,,,France,10-Q,https://www.sec.gov/Archives/edgar/data/7636/0000007636-94-000008.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,8-K,https://www.sec.gov/Archives/edgar/data/1009829/0000950148-03-001433.txt
213.233.105.000,MobiFon S.A.,Bucuresti,Bucharest,Romania,10KSB,https://www.sec.gov/Archives/edgar/data/922330/0001062993-02-000371.txt
209.6.232.000,RCN,Massachusetts,Boston,United States,8-K,https://www.sec.gov/Archives/edgar/data/46601/0000916641-97-000699.txt
203.195.175.000,Tencent Cloud Computing (Beijing) Co. Ltd.,Beijing,Beijing,China,10-Q,https://www.sec.gov/Archives/edgar/data/5550/0000899246-99-000014.txt
205.188.209.000,AOL Inc.,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/352789/0000861177-95-000043.txt
172.152.16.000,AOL Inc.,,,France,10-K,https://www.sec.gov/Archives/edgar/data/7636/0000007636-96-000008.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1009829/0000906304-03-000281.txt
172.150.122.000,AOL Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/829224/0000891020-01-500442.txt
172.167.173.000,AOL Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/877422/0000905729-02-000128.txt
24.189.170.000,Optimum Online,New Jersey,Seaside Heights,United States,PRE 14A,https://www.sec.gov/Archives/edgar/data/26987/0001047469-03-023533.txt
203.11.225.000,PricewaterhouseCoopers Australia,Victoria,Southbank,Australia,SC 14D1,https://www.sec.gov/Archives/edgar/data/1089765/0000950130-99-003892.txt
218.14.31.000,ChinaNet Guangdong Province Network,Guangdong,Zhongshan,China,10-K,https://www.sec.gov/Archives/edgar/data/1065645/0001065645-02-000007.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,6-K,https://www.sec.gov/Archives/edgar/data/1133882/0000919574-03-001362.txt
203.195.175.000,Tencent Cloud Computing (Beijing) Co. Ltd.,Beijing,Beijing,China,10-Q,https://www.sec.gov/Archives/edgar/data/804888/0000889812-98-000895.txt
67.66.226.000,AT&T Internet Services,Alabama,Montgomery,United States,4,https://www.sec.gov/Archives/edgar/data/311657/0000311657-03-000007.txt
203.110.131.000,Macquarie Telecom,New South Wales,Mascot,Australia,SC 13E3/A,https://www.sec.gov/Archives/edgar/data/21627/0000950172-99-001674.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,10QSB,https://www.sec.gov/Archives/edgar/data/354195/0001015769-99-000040.txt
67.66.226.000,AT&T Internet Services,Alabama,Montgomery,United States,4/A,https://www.sec.gov/Archives/edgar/data/311657/0000311657-03-000016.txt
66.236.188.000,Verizon Communications Inc.,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1099294/0000950116-00-002542.txt
61.140.29.000,ChinaNet Guangdong Province Network,Guangdong,Guangzhou,China,20-F,https://www.sec.gov/Archives/edgar/data/16988/0001145549-03-000700.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,15-12G,https://www.sec.gov/Archives/edgar/data/1031283/0001193125-03-014104.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,S-8 POS,https://www.sec.gov/Archives/edgar/data/1031283/0001193125-03-014073.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,11-K,https://www.sec.gov/Archives/edgar/data/1031283/0001193125-03-013407.txt
131.247.220.000,University of South Florida,Florida,Tampa,United States,20-F,https://www.sec.gov/Archives/edgar/data/1159510/9999999997-02-029791.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1031283/0001193125-03-003558.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,NO ACT,https://www.sec.gov/Archives/edgar/data/1220372/9999999997-03-008123.txt
129.22.85.000,Case Western Reserve University,Ohio,Cleveland,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/891014/0000950130-97-001344.txt
131.247.220.000,University of South Florida,Florida,Tampa,United States,20-F,https://www.sec.gov/Archives/edgar/data/1159510/0001047469-03-010549.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,6-K,https://www.sec.gov/Archives/edgar/data/1000177/0000919574-03-001391.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/354950/0000950144-03-005165.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1031283/0000903423-03-000113.txt
24.121.23.000,Cablevision of Sedona Az,Arizona,Sedona,United States,10-K405/A,https://www.sec.gov/Archives/edgar/data/1031283/0000930661-01-000631.txt
202.144.57.000,Sify Limited,Delhi,New Delhi,India,10-K/A,https://www.sec.gov/Archives/edgar/data/75448/0000075448-99-000006.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEFA14A,https://www.sec.gov/Archives/edgar/data/100441/0000922423-97-000517.txt
68.4.206.000,Cox Communications,California,Rancho Santa Margarita,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/1013795/0000892569-98-000981.txt
202.56.233.000,Bharti Infotel Ltd.,Delhi,Delhi,India,424B4,https://www.sec.gov/Archives/edgar/data/61757/0000912057-94-004163.txt
68.101.209.000,Cox Communications,California,San Diego,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/896493/0001001277-03-000275.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/826083/0000950134-03-008721.txt
204.30.199.000,Level 3 Communications Inc.,,,United States,10-Q,https://www.sec.gov/Archives/edgar/data/86251/0000086251-95-000007.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEFA14A,https://www.sec.gov/Archives/edgar/data/47217/0001047469-03-009682.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/47217/0001047469-03-007135.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,10-Q,https://www.sec.gov/Archives/edgar/data/1052163/0000950144-99-010117.txt
218.222.179.000,KDDI Corporation,,,Japan,485BPOS,https://www.sec.gov/Archives/edgar/data/202741/0000950109-03-002144.txt
24.92.142.000,Time Warner Cable Internet LLC,Ohio,Columbus,United States,10-K,https://www.sec.gov/Archives/edgar/data/925645/0001015402-03-000670.txt
218.229.100.000,Fujitsu Limited,Tokyo,Edogawa,Japan,20-F,https://www.sec.gov/Archives/edgar/data/16988/0001145549-03-000700.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,3,https://www.sec.gov/Archives/edgar/data/1253105/0001121781-03-000073.txt
24.155.21.000,Grande Communications Lost Creek Ranch,Texas,Mckinney,United States,10-Q,https://www.sec.gov/Archives/edgar/data/29915/0001047469-03-015647.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/732712/0000893220-03-000286.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/764180/0000950130-03-002113.txt
210.94.55.000,SamsungSDS Inc.,,,"Korea, Republic of",20-F,https://www.sec.gov/Archives/edgar/data/932787/0001021408-03-004293.txt
203.164.57.000,SingTel Optus Pty Ltd,,,Australia,8-A12B/A,https://www.sec.gov/Archives/edgar/data/59478/0000950137-03-003217.txt
218.222.179.000,KDDI Corporation,,,Japan,POS AM,https://www.sec.gov/Archives/edgar/data/728612/0000947871-03-001603.txt
24.175.230.000,Time Warner Cable Internet LLC,Texas,Irving,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/1001288/0000950128-03-000379.txt
65.27.145.000,Time Warner Cable Internet LLC,Ohio,Xenia,United States,3,https://www.sec.gov/Archives/edgar/data/840715/0000840715-03-000015.txt
67.160.171.000,Comcast Cable Communications LLC,Washington,Vancouver,United States,11-K,https://www.sec.gov/Archives/edgar/data/807882/0000807882-03-000012.txt
67.160.171.000,Comcast Cable Communications LLC,Washington,Vancouver,United States,10-Q,https://www.sec.gov/Archives/edgar/data/807882/0000807882-03-000010.txt
210.199.160.000,KDDI Corporation,,,Japan,4,https://www.sec.gov/Archives/edgar/data/1102924/0000931763-00-000140.txt
12.217.73.000,Valley Agricultural Software,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-00-004291.txt
12.217.73.000,Valley Agricultural Software,,,United States,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-00-003409.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,10-Q,https://www.sec.gov/Archives/edgar/data/1052163/0000950144-99-012552.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,10-K,https://www.sec.gov/Archives/edgar/data/824169/0000950133-03-001018.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,10-Q,https://www.sec.gov/Archives/edgar/data/824169/0000950133-03-001850.txt
81.248.11.000,LNPAP656 Pointe a Pitre Bloc,,Baie-mahault,Guadeloupe,10-Q,https://www.sec.gov/Archives/edgar/data/789019/0001032210-03-000121.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,4,https://www.sec.gov/Archives/edgar/data/824169/0001209191-03-008363.txt
12.217.73.000,Valley Agricultural Software,,,United States,10SB12G,https://www.sec.gov/Archives/edgar/data/1098875/0000950123-99-010226.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,8-K/A,https://www.sec.gov/Archives/edgar/data/824169/0000950133-03-002088.txt
24.30.112.000,Comcast Cable Communications LLC,Georgia,Atlanta,United States,10-Q,https://www.sec.gov/Archives/edgar/data/917491/0001021408-03-007384.txt
24.30.112.000,Comcast Cable Communications LLC,Georgia,Atlanta,United States,10-Q,https://www.sec.gov/Archives/edgar/data/917491/0001021408-02-013464.txt
198.81.26.000,America Online,,,United States,,https://www.sec.gov/Archives/edgar/data/9251/0000950134-03-003112.txt
24.155.21.000,Grande Communications Lost Creek Ranch,Texas,Mckinney,United States,10-K,https://www.sec.gov/Archives/edgar/data/29915/0001104659-03-003205.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,8-K,https://www.sec.gov/Archives/edgar/data/1145460/0001104659-03-014341.txt
68.171.207.000,Datacenter,Ohio,Columbus,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1145460/0000912057-03-000206.txt
203.59.129.000,iiNET Limited,Western Australia,Subiaco,Australia,10QSB,https://www.sec.gov/Archives/edgar/data/1127454/0001015402-03-001853.txt
66.201.195.000,Webnet Inc.,,,Canada,S-1,https://www.sec.gov/Archives/edgar/data/1010026/0000891618-97-001792.txt
203.200.103.000,Tata Communications Limited,Delhi,New Delhi,India,10QSB,https://www.sec.gov/Archives/edgar/data/773727/0000950148-96-000841.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,4/A,https://www.sec.gov/Archives/edgar/data/1166870/0001126328-03-000370.txt
210.103.174.000,Sejong Telecom,,,"Korea, Republic of",10-K/A,https://www.sec.gov/Archives/edgar/data/797565/0000893220-94-000322.txt
12.217.73.000,Valley Agricultural Software,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001169232-02-000992.txt
67.241.183.000,Time Warner Cable Internet LLC,New York,Rochester,United States,S-8,https://www.sec.gov/Archives/edgar/data/712515/0000891618-97-003054.txt
4.41.26.000,Verizon,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/751976/0001047469-03-005027.txt
67.241.183.000,Time Warner Cable Internet LLC,New York,Rochester,United States,S-8,https://www.sec.gov/Archives/edgar/data/712515/0000891618-97-003146.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,10QSB,https://www.sec.gov/Archives/edgar/data/318951/0000950135-99-003918.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,10QSB,https://www.sec.gov/Archives/edgar/data/318951/0000950135-99-002532.txt
194.58.101.000,Domain Names Registrar Reg.ru Ltd,,,Russian Federation,8-K,https://www.sec.gov/Archives/edgar/data/39547/0001104659-03-013522.txt
210.212.130.000,DE NIB,Gujarat,Mithapur,India,10-K,https://www.sec.gov/Archives/edgar/data/29915/0001104659-03-003205.txt
4.41.26.000,Verizon,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/751976/0001047469-03-010364.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/0000880419-02-000007.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/0000880419-02-000005.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/0000880419-02-000004.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/9999999997-02-056611.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/9999999997-02-054339.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/9999999997-02-053310.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/9999999997-02-049647.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,6-K,https://www.sec.gov/Archives/edgar/data/880419/9999999997-02-049652.txt
65.49.178.000,Beamspeed Internal Networks,Arizona,Yuma,United States,10-Q/A,https://www.sec.gov/Archives/edgar/data/1040570/0000950133-00-001346.txt
24.54.205.000,Choice Cable TV,,,Puerto Rico,10-K,https://www.sec.gov/Archives/edgar/data/828750/0000950130-03-002453.txt
129.22.85.000,Case Western Reserve University,Ohio,Cleveland,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/890152/0000889812-99-000743.txt
203.200.103.000,Tata Communications Limited,Delhi,New Delhi,India,10-Q,https://www.sec.gov/Archives/edgar/data/837010/0000950146-97-001687.txt
69.10.78.000,Promenet Inc.,New York,Mount Kisco,United States,S-4,https://www.sec.gov/Archives/edgar/data/879573/0000950117-98-002134.txt
12.217.73.000,Valley Agricultural Software,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-02-002192.txt
69.10.78.000,Promenet Inc.,New York,Mount Kisco,United States,S-4,https://www.sec.gov/Archives/edgar/data/879573/0000950130-99-001244.txt
69.10.78.000,Promenet Inc.,New York,Mount Kisco,United States,S-4/A,https://www.sec.gov/Archives/edgar/data/1081211/0000950130-99-003985.txt
67.168.114.000,Comcast Cable Communications LLC,Washington,Mead,United States,8-K,https://www.sec.gov/Archives/edgar/data/1024124/0000950134-03-006883.txt
66.169.154.000,Charter Communications,Texas,Fort Worth,United States,10-K,https://www.sec.gov/Archives/edgar/data/100517/0000100517-95-000011.txt
67.10.215.000,Time Warner Cable Internet LLC,Texas,El Paso,United States,T-3,https://www.sec.gov/Archives/edgar/data/1031107/0000950148-03-001672.txt
81.85.14.000,Globecomm Europe B.V.,,,Netherlands,10-K,https://www.sec.gov/Archives/edgar/data/858877/0000891618-02-004345.txt
203.199.16.000,Tata Communications Limited,Maharashtra,Mumbai,India,20-F,https://www.sec.gov/Archives/edgar/data/1067491/0000891618-03-002482.txt
142.173.233.000,Telus Communications Inc.,,,Canada,20-F,https://www.sec.gov/Archives/edgar/data/769218/0000928385-03-000979.txt
12.242.172.000,AT&T Internet Services,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1067837/0000766524-03-000012.txt
12.242.172.000,AT&T Internet Services,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/1067837/0001047469-03-007357.txt
12.242.172.000,AT&T Internet Services,,,United States,S-8,https://www.sec.gov/Archives/edgar/data/1067837/0000950109-02-001956.txt
24.171.149.000,Earthlink Inc.,California,Venice,United States,20-F,https://www.sec.gov/Archives/edgar/data/78706/0001145549-02-000178.txt
12.217.73.000,Valley Agricultural Software,,,United States,10KSB,https://www.sec.gov/Archives/edgar/data/1098875/0001005477-02-001250.txt
61.11.82.000,Tata Communications Limited,,,India,S-4/A,https://www.sec.gov/Archives/edgar/data/1058899/0000929624-98-001111.txt
202.56.233.000,Bharti Infotel Ltd.,Delhi,Delhi,India,SC 13E3/A,https://www.sec.gov/Archives/edgar/data/918381/0000950168-98-002590.txt
211.21.9.000,Chunghwa Telecom Co. Ltd.,T'ai-pei,Taipei,Taiwan,10-K,https://www.sec.gov/Archives/edgar/data/704051/0000950109-03-003592.txt
143.229.58.000,Vassar College,New York,Poughkeepsie,United States,NSAR-B,https://www.sec.gov/Archives/edgar/data/99614/0000099614-00-000001.txt
64.230.162.000,Bell Canada,,,Canada,SC 13D/A,https://www.sec.gov/Archives/edgar/data/823094/0001017918-03-000055.txt
64.230.162.000,Bell Canada,,,Canada,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1023304/0000950116-03-003191.txt
213.233.105.000,MobiFon S.A.,Bucuresti,Bucharest,Romania,424B2,https://www.sec.gov/Archives/edgar/data/1137824/0000905148-01-501370.txt
64.230.162.000,Bell Canada,,,Canada,SC 13D,https://www.sec.gov/Archives/edgar/data/1251843/0000898432-03-000632.txt
130.60.168.000,Universitaet Zuerich,Zurich,Zurich,Switzerland,10-Q,https://www.sec.gov/Archives/edgar/data/725363/0001004878-03-000061.txt
130.60.168.000,Universitaet Zuerich,Zurich,Zurich,Switzerland,10-K,https://www.sec.gov/Archives/edgar/data/725363/0001004878-03-000003.txt
64.230.162.000,Bell Canada,,,Canada,3,https://www.sec.gov/Archives/edgar/data/1253693/0001179110-03-003413.txt
143.229.58.000,Vassar College,New York,Poughkeepsie,United States,N-30D,https://www.sec.gov/Archives/edgar/data/99614/0000930413-03-000808.txt
211.21.9.000,Chunghwa Telecom Co. Ltd.,T'ai-pei,Taipei,Taiwan,10-K,https://www.sec.gov/Archives/edgar/data/704051/0001021408-02-008941.txt
143.229.58.000,Vassar College,New York,Poughkeepsie,United States,NO ACT,https://www.sec.gov/Archives/edgar/data/99614/9999999997-03-016109.txt
202.144.57.000,Sify Limited,Delhi,New Delhi,India,10-K405,https://www.sec.gov/Archives/edgar/data/81033/0000950110-99-000213.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1243874/0000950153-03-001301.txt
64.230.162.000,Bell Canada,,,Canada,POS AM,https://www.sec.gov/Archives/edgar/data/1085392/0001193125-03-018737.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1243864/0000950153-03-001301.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1243862/0000950153-03-001301.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1243859/0000950153-03-001301.txt
64.230.162.000,Bell Canada,,,Canada,3,https://www.sec.gov/Archives/edgar/data/1253612/0001253612-03-000001.txt
64.230.162.000,Bell Canada,,,Canada,8-K,https://www.sec.gov/Archives/edgar/data/1004540/0000950103-03-001520.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1245445/0000950144-03-008477.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1245424/0000950144-03-008477.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1234416/0000950130-03-004038.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1234411/0000950130-03-004038.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1234401/0000950130-03-004038.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1233820/0000950130-03-004038.txt
64.230.162.000,Bell Canada,,,Canada,3/A,https://www.sec.gov/Archives/edgar/data/1231754/0001231754-03-000003.txt
64.230.162.000,Bell Canada,,,Canada,3/A,https://www.sec.gov/Archives/edgar/data/1231753/0001231753-03-000003.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1101439/0000950144-03-008477.txt
64.230.162.000,Bell Canada,,,Canada,S-4/A,https://www.sec.gov/Archives/edgar/data/1101437/0000950144-03-008477.txt
64.230.162.000,Bell Canada,,,Canada,3/A,https://www.sec.gov/Archives/edgar/data/1231750/0001231750-03-000003.txt
202.56.233.000,Bharti Infotel Ltd.,Delhi,Delhi,India,SC 13E3/A,https://www.sec.gov/Archives/edgar/data/1052262/0000940180-99-001451.txt
63.161.122.000,Arcata Pet,New Jersey,Avenel,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/885672/0000902219-03-001162.txt
202.144.57.000,Sify Limited,Delhi,New Delhi,India,DEF 14A,https://www.sec.gov/Archives/edgar/data/928465/0000928465-98-000003.txt
213.233.105.000,MobiFon S.A.,Bucuresti,Bucharest,Romania,497,https://www.sec.gov/Archives/edgar/data/1143513/0000912057-01-530277.txt
61.11.82.000,Tata Communications Limited,,,India,10-Q/A,https://www.sec.gov/Archives/edgar/data/1057053/0000929624-99-000119.txt
68.108.146.000,Cox Communications,Nevada,Las Vegas,United States,DEF 14A,https://www.sec.gov/Archives/edgar/data/1183080/0001093801-03-000549.txt
66.75.254.000,Time Warner Cable Internet LLC,California,San Diego,United States,S-3/A,https://www.sec.gov/Archives/edgar/data/911216/0000911216-97-000029.txt
202.56.233.000,Bharti Infotel Ltd.,Delhi,Delhi,India,SC 13G/A,https://www.sec.gov/Archives/edgar/data/764485/0000950123-98-000608.txt
68.108.146.000,Cox Communications,Nevada,Las Vegas,United States,SB-2,https://www.sec.gov/Archives/edgar/data/1183080/0001012709-02-001553.txt
68.108.146.000,Cox Communications,Nevada,Las Vegas,United States,REGDEX,https://www.sec.gov/Archives/edgar/data/1183080/9999999997-02-048313.txt
164.164.89.000,Network Block is for the Use of Stpi-Bangalore Softnet-In,Karnataka,Bangalore,India,3,https://www.sec.gov/Archives/edgar/data/1253612/0001253612-03-000001.txt
